nSoil_Types 2676
SOIL_NR	HORIZON	UD[mm]	LD[mm]	Clay[%]	SAND[%]	Bd[gcm-3]	Silt[%]
1257	1	0	250	10.0	65.0	1.58	
1257	2	250	700	10.0	65.0	1.58	
1257	3	700	2000	10.0	65.0	1.58	
1258	1	0	220	21.0	34.0	1.5	
1258	2	220	600	30.0	30.0	1.46	
1258	3	600	2000	23.5	19.0	1.48	
1259	1	0	250	21.0	34.0	1.5	
1259	2	250	850	21.0	44.0	1.51	
1259	3	850	1000	14.5	60.5	1.55	
1259	4	1000	2000	10.0	65.0	1.58	
1260	1	0	250	35.0	42.5	1.65	
1260	2	250	600	55.0	22.5	1.55	
1260	3	600	2000	55.0	22.5	1.55	
1261	1	0	50	14.0	10.5	1.27	
1261	2	50	100	14.0	10.5	1.27	
1261	3	100	1000	14.0	10.5	1.5	
1261	4	1000	1500	14.0	10.5	1.5	
1261	5	1500	2000	10.0	12.5	1.52	
1262	1	0	60	23.5	19.0	1.25	
1262	2	60	170	23.5	19.0	1.68	
1262	3	170	250	50.0	10.0	1.55	
1262	4	250	320	55.0	22.5	1.55	
1262	5	320	450	40.0	20.0	1.61	
1262	6	450	2000	30.0	30.0	1.66	
1263	1	0	300	23.5	19.0	1.48	
1263	2	300	1200	23.5	19.0	1.48	
1263	3	1200	2000	50.0	10.0	1.35	
1264	1	0	300	50.0	10.0	1.12	
1264	2	300	700	40.0	20.0	1.41	
1264	3	700	1100	12.5	42.5	1.54	
1264	4	1100	2000	2.5	92.5	1.63	
1265	1	0	250	21.0	34.0	1.5	
1265	2	250	350	14.5	60.5	1.55	
1265	3	350	2000	10.0	65.0	1.58	
1266	1	0	300	21.0	34.0	1.27	
1266	2	300	450	21.0	34.0	1.5	
1266	3	450	600	21.0	34.0	1.5	
1266	4	600	2000	2.5	80.0	1.62	
1267	1	0	280	6.5	76.0	1.6	
1267	2	280	450	6.5	76.0	1.6	
1267	3	450	900	21.0	56.5	1.72	
1267	4	900	1200	10.0	65.0	1.58	
1267	5	1200	2000	10.0	65.0	1.58	
1268	1	0	200	23.5	19.0	1.25	
1268	2	200	500	23.5	19.0	1.48	
1268	3	500	650	12.5	30.0	1.53	
1268	4	650	1000	12.5	30.0	1.73	
1268	5	1000	2000	12.5	30.0	1.73	
1269	1	0	150	10.0	65.0	1.35	
1269	2	150	500	11.0	84.0	1.36	
1269	3	500	800	2.5	92.5	1.63	
1269	4	800	2000	50.0	10.0	1.35	
1270	1	0	300	14.0	10.5	1.05	
1270	2	300	2000	12.5	30.0	1.53	
1271	1	0	200	30.0	30.0	1.46	
1271	2	200	400	40.0	20.0	1.41	
1271	3	400	800	35.0	10.0	1.61	
1271	4	800	1200	50.0	10.0	1.7	
1271	5	1200	2000	27.5	5.0	1.64	
1272	1	0	50	14.0	10.5	1.27	
1272	2	50	500	20.0	8.0	1.47	
1272	3	500	2000	35.0	10.0	1.61	
1273	1	0	150	14.0	10.5	1.05	
1273	2	150	2000	10.0	12.5	1.29	
1274	1	0	250	20.0	8.0	1.47	
1274	2	250	2000	20.0	8.0	1.47	
1275	1	0	300	14.0	10.5	1.27	
1275	2	300	400	20.0	8.0	1.47	
1275	3	400	650	23.5	19.0	1.48	
1275	4	650	1100	35.0	10.0	1.41	
1275	5	1100	2000	40.0	20.0	1.41	
1276	1	0	50	14.5	60.5	1.1	
1276	2	50	150	14.5	60.5	1.1	
1276	3	150	250	10.0	65.0	1.13	
1276	4	250	400	14.5	60.5	1.1	
1276	5	400	650	6.5	76.0	1.37	
1276	6	650	1100	6.5	76.0	1.37	
1277	1	0	60	21.0	34.0	1.05	
1277	2	60	200	23.5	19.0	1.25	
1277	3	200	500	21.0	34.0	1.27	
1277	4	500	750	12.5	42.5	1.54	
1277	5	750	1300	14.5	60.5	1.55	
1277	6	1300	1600	14.5	60.5	1.55	
1277	7	1600	2000	11.0	84.0	1.59	
1278	1	0	270	14.5	60.5	1.1	
1278	2	270	600	14.5	60.5	1.32	
1278	3	600	900	14.5	60.5	1.55	
1278	4	900	1600	2.5	80.0	1.62	
1279	1	0	50	10.0	65.0	1.13	
1279	2	50	200	10.0	65.0	1.13	
1279	3	200	400	14.5	60.5	1.32	
1279	4	400	800	14.5	60.5	1.32	
1279	5	800	1000	14.5	60.5	1.55	
1279	6	1000	1200	14.5	60.5	1.55	
1280	1	0	30	10.0	65.0	1.13	
1280	2	30	160	10.0	65.0	1.35	
1280	3	160	430	10.0	65.0	1.35	
1280	4	430	630	10.0	65.0	1.13	
1280	5	630	900	10.0	65.0	1.35	
1280	6	900	1250	11.0	84.0	1.59	
1281	1	0	250	23.5	19.0	1.25	
1281	2	250	500	23.5	19.0	1.25	
1281	3	500	1100	30.0	30.0	1.66	
1281	4	1100	2000	20.0	8.0	1.47	
1282	1	0	1100	10.0	65.0	1.78	
1283	1	0	100	21.0	44.0	1.28	
1283	2	100	250	12.5	42.5	1.31	
1283	3	250	650	21.0	44.0	1.51	
1283	4	650	1000	14.5	60.5	1.55	
1283	5	1000	1250	21.0	44.0	1.71	
1283	6	1250	1400	6.5	76.0	1.8	
1284	1	0	300	10.0	65.0	1.13	
1284	2	300	1100	10.0	65.0	1.13	
1284	3	1100	1300	6.5	76.0	1.37	
1284	4	1300	1650	10.0	65.0	1.35	
1284	5	1650	2000	2.5	92.5	1.4	
1285	1	0	120	4.0	63.5	1.15	
1285	2	120	300	12.5	42.5	1.31	
1285	3	300	500	10.0	65.0	1.35	
1285	4	500	700	10.0	65.0	1.35	
1285	5	700	1050	10.0	65.0	1.58	
1285	6	1050	1300	12.5	30.0	1.53	
1285	7	1300	2000	2.5	92.5	1.4	
1286	1	0	100	12.5	42.5	1.31	
1286	2	100	180	4.0	63.5	1.37	
1286	3	180	280	14.5	60.5	1.32	
1286	4	280	520	12.5	30.0	1.3	
1286	5	520	750	23.5	19.0	1.25	
1286	6	750	2000	14.5	60.5	1.55	
1287	1	0	300	40.0	20.0	0.96	
1287	2	300	650	40.0	20.0	1.41	
1287	3	650	800	23.5	19.0	1.68	
1287	4	800	2000	2.5	92.5	1.63	
1288	1	0	200	30.0	30.0	1.46	
1288	2	200	400	40.0	20.0	1.41	
1288	3	400	800	35.0	10.0	1.41	
1288	4	800	2000	50.0	10.0	1.55	
1289	1	0	250	21.0	44.0	1.06	
1289	2	250	470	21.0	44.0	1.28	
1289	3	470	750	12.5	42.5	1.09	
1289	4	750	1250	14.5	60.5	1.32	
1289	5	1250	2000	4.0	63.5	1.37	
1290	1	0	50	20.0	8.0	1.24	
1290	2	50	150	14.0	10.5	1.27	
1290	3	150	300	14.0	10.5	1.7	
1290	4	300	530	23.5	19.0	1.68	
1290	5	530	950	50.0	10.0	1.7	
1290	6	950	1200	50.0	10.0	1.7	
1290	7	1200	2000	40.0	20.0	1.76	
1291	1	0	130	4.0	63.5	1.15	
1291	2	130	430	14.5	60.5	1.32	
1291	3	430	630	14.5	60.5	1.75	
1291	4	630	1130	4.0	63.5	1.8	
1291	5	1130	1530	4.0	63.5	1.8	
1292	1	0	40	21.0	34.0	1.05	
1292	2	40	1000	23.5	19.0	1.25	
1292	3	1000	1700	10.0	65.0	1.58	
1293	1	0	50	6.5	76.0	1.15	
1293	2	50	100	10.0	65.0	1.13	
1293	3	100	200	10.0	65.0	1.13	
1293	4	200	350	14.5	60.5	1.32	
1293	5	350	550	10.0	65.0	1.35	
1293	6	550	800	2.5	80.0	1.39	
1293	7	800	1100	2.5	80.0	1.62	
1294	1	0	150	23.5	19.0	1.03	
1294	2	150	300	23.5	19.0	1.25	
1294	3	300	800	23.5	19.0	1.48	
1294	4	800	1200	23.5	19.0	1.68	
1294	5	1200	1700	10.0	65.0	1.58	
1295	1	0	350	4.0	63.5	1.15	
1295	2	350	450	10.0	65.0	1.35	
1295	3	450	1000	4.0	63.5	1.37	
1295	4	1000	2000	4.0	63.5	1.37	
1296	1	0	50	14.5	60.5	1.32	
1296	2	50	150	14.5	60.5	1.55	
1296	3	150	2000	14.5	60.5	1.75	
1297	1	0	350	23.5	19.0	1.03	
1297	2	350	600	21.0	56.5	1.52	
1297	3	600	1000	14.5	60.5	1.75	
1297	4	1000	2000	6.5	76.0	1.6	
1298	1	0	600	4.0	63.5	1.6	
1298	2	600	2000	4.0	63.5	1.6	
1299	1	0	100	12.5	30.0	1.3	
1299	2	100	250	12.5	30.0	1.3	
1299	3	250	500	4.0	31.0	1.57	
1299	4	500	2000	2.5	92.5	1.63	
1300	1	0	300	12.5	30.0	1.53	
1300	2	300	700	12.5	30.0	1.53	
1300	3	700	2000	2.5	80.0	1.62	
1301	1	0	300	12.5	30.0	1.53	
1301	2	300	1200	12.5	30.0	1.53	
1301	3	1200	2000	6.5	76.0	1.6	
1302	1	0	300	23.5	19.0	1.48	
1302	2	300	600	21.0	44.0	1.51	
1302	3	600	800	10.0	65.0	1.58	
1302	4	800	2000	2.5	92.5	1.63	
1303	1	0	150	10.0	65.0	1.35	
1303	2	150	300	2.5	80.0	1.62	
1303	3	300	800	2.5	80.0	1.62	
1303	4	800	1200	2.5	92.5	1.63	
1303	5	1200	1500	2.5	92.5	1.63	
1303	6	1500	2000	2.5	92.5	1.63	
1304	1	0	120	21.0	44.0	1.28	
1304	2	120	500	21.0	44.0	1.51	
1304	3	500	800	6.5	76.0	1.6	
1304	4	800	2000	2.5	92.5	1.63	
1305	1	0	150	23.5	19.0	1.25	
1305	2	150	400	23.5	19.0	1.48	
1305	3	400	800	35.0	10.0	1.61	
1305	4	800	2000	23.5	19.0	1.48	
1306	1	0	300	23.5	19.0	1.48	
1306	2	300	550	14.0	10.5	1.5	
1306	3	550	2000	2.5	92.5	1.63	
1307	1	0	250	21.0	44.0	1.51	
1307	2	250	500	21.0	44.0	1.51	
1307	3	500	800	10.0	65.0	1.58	
1307	4	800	1000	6.5	76.0	1.6	
1307	5	1000	2000	6.5	76.0	1.6	
1308	1	0	300	12.5	42.5	1.54	
1308	2	300	700	30.0	62.5	1.49	
1308	3	700	900	14.5	60.5	1.55	
1308	4	900	2000	2.5	92.5	1.63	
1309	1	0	300	21.0	34.0	1.5	
1309	2	300	450	21.0	34.0	1.5	
1309	3	450	900	30.0	30.0	1.46	
1309	4	900	1200	30.0	30.0	1.46	
1309	5	1200	2000	2.5	92.5	1.63	
1310	1	0	300	12.5	30.0	1.53	
1310	2	300	450	12.5	30.0	1.53	
1310	3	450	1000	40.0	20.0	1.41	
1310	4	1000	2000	12.5	42.5	1.54	
1311	1	0	150	23.5	19.0	1.25	
1311	2	150	350	23.5	19.0	1.48	
1311	3	350	600	23.5	19.0	1.68	
1311	4	600	1000	30.0	30.0	1.66	
1311	5	1000	1300	6.5	76.0	1.6	
1311	6	1300	2000	2.5	92.5	1.63	
1312	1	0	100	21.0	44.0	1.28	
1312	2	100	200	21.0	44.0	1.28	
1312	3	200	500	21.0	44.0	1.51	
1312	4	500	700	6.5	76.0	1.6	
1312	5	700	2000	2.5	92.5	1.63	
1313	1	0	300	23.5	19.0	1.48	
1313	2	300	1100	35.0	10.0	1.41	
1314	1	0	120	40.0	20.0	1.18	
1314	2	120	300	55.0	22.5	1.35	
1314	3	300	600	55.0	22.5	1.55	
1314	4	600	800	55.0	22.5	1.55	
1314	5	800	2000	55.0	22.5	1.55	
1315	1	0	300	35.0	10.0	1.41	
1315	2	300	800	50.0	10.0	1.55	
1315	3	800	1200	50.0	10.0	1.55	
1315	4	1200	1500	50.0	10.0	1.55	
1316	1	0	300	35.0	10.0	1.41	
1316	2	300	450	35.0	10.0	1.41	
1316	3	450	1000	55.0	22.5	1.55	
1316	4	1000	1500	55.0	22.5	1.55	
1317	1	0	40	2.5	92.5	1.4	
1317	2	40	100	2.5	92.5	1.4	
1317	3	100	400	2.5	92.5	1.63	
1317	4	400	600	6.5	76.0	1.6	
1317	5	600	650	2.5	92.5	1.83	
1317	6	650	1100	2.5	92.5	1.63	
1318	1	0	100	10.0	65.0	1.35	
1318	2	100	250	10.0	65.0	1.58	
1318	3	250	400	21.0	56.5	1.52	
1318	4	400	700	40.0	20.0	1.61	
1318	5	700	1100	40.0	20.0	1.61	
1319	1	0	150	6.5	76.0	1.6	
1319	2	150	400	6.5	76.0	1.6	
1319	3	400	700	10.0	65.0	1.78	
1319	4	700	1100	10.0	65.0	1.58	
1320	1	0	150	23.5	19.0	1.25	
1320	2	150	1100	23.5	19.0	1.48	
1321	1	0	150	23.5	19.0	1.25	
1321	2	150	350	23.5	19.0	1.48	
1321	3	350	500	55.0	22.5	1.35	
1321	4	500	800	40.0	20.0	1.41	
1321	5	800	1100	40.0	20.0	1.41	
1322	1	0	80	21.0	56.5	1.29	
1322	2	80	150	21.0	56.5	1.29	
1322	3	150	350	10.0	65.0	1.58	
1322	4	350	500	10.0	65.0	1.58	
1322	5	500	1100	6.5	76.0	1.6	
1323	1	0	80	21.0	56.5	1.29	
1323	2	80	150	21.0	56.5	1.29	
1323	3	150	350	21.0	56.5	1.52	
1323	4	350	600	21.0	56.5	1.52	
1323	5	600	1100	10.0	65.0	1.58	
1324	1	0	80	21.0	44.0	1.28	
1324	2	80	150	21.0	44.0	1.28	
1324	3	150	350	21.0	44.0	1.51	
1324	4	350	800	21.0	56.5	1.52	
1324	5	800	1100	6.5	76.0	1.6	
1325	1	0	50	10.0	65.0	1.35	
1325	2	50	200	10.0	65.0	1.35	
1325	3	200	600	10.0	65.0	1.58	
1325	4	600	1100	6.5	76.0	1.6	
1326	1	0	150	21.0	44.0	1.28	
1326	2	150	350	21.0	44.0	1.51	
1326	3	350	800	21.0	44.0	1.51	
1326	4	800	1100	14.5	60.5	1.55	
1327	1	0	150	14.0	10.5	1.27	
1327	2	150	300	14.0	10.5	1.5	
1327	3	300	800	35.0	10.0	1.61	
1327	4	800	1000	35.0	10.0	1.61	
1327	5	1000	2000	14.0	10.5	1.5	
1328	1	0	300	30.0	30.0	1.46	
1328	2	300	600	30.0	30.0	1.46	
1328	3	600	2000	6.5	76.0	1.6	
1329	1	0	130	21.0	44.0	1.28	
1329	2	130	600	21.0	44.0	1.51	
1329	3	600	1000	2.5	92.5	1.63	
1329	4	1000	1500	2.5	92.5	1.63	
1329	5	1500	2000	2.5	92.5	1.63	
1330	1	0	150	21.0	34.0	1.27	
1330	2	150	300	21.0	34.0	1.27	
1330	3	300	700	30.0	30.0	1.66	
1330	4	700	2000	2.5	92.5	1.63	
1331	1	0	300	40.0	20.0	1.41	
1331	2	300	600	40.0	20.0	1.41	
1331	3	600	1500	40.0	20.0	1.41	
1331	4	1500	2000	2.5	92.5	1.63	
1332	1	0	300	21.0	44.0	1.51	
1332	2	300	800	35.0	42.5	1.45	
1332	3	800	2000	2.5	92.5	1.63	
1333	1	0	200	14.0	10.5	1.5	
1333	2	200	400	23.5	19.0	1.48	
1333	3	400	850	55.0	22.5	1.55	
1333	4	850	1100	50.0	10.0	1.55	
1333	5	1100	2000	4.0	51.0	1.59	
1334	1	0	100	21.0	44.0	1.28	
1334	2	100	350	21.0	44.0	1.51	
1334	3	350	1000	30.0	30.0	1.46	
1334	4	1000	2000	10.0	65.0	1.58	
1335	1	0	300	21.0	56.5	1.52	
1335	2	300	800	30.0	30.0	1.46	
1335	3	800	2000	12.5	30.0	1.53	
1336	1	0	50	14.5	60.5	1.1	
1336	2	50	350	12.5	42.5	1.31	
1336	3	350	1000	35.0	42.5	1.45	
1336	4	1000	2000	10.0	65.0	1.58	
1337	1	0	300	21.0	44.0	1.51	
1337	2	300	1000	30.0	30.0	1.46	
1337	3	1000	1500	12.5	30.0	1.53	
1337	4	1500	2000	12.5	30.0	1.53	
1338	1	0	300	21.0	44.0	1.51	
1338	2	300	850	21.0	44.0	1.51	
1338	3	850	1600	35.0	42.5	1.65	
1338	4	1600	2000	12.5	42.5	1.54	
1339	1	0	200	35.0	10.0	1.61	
1339	2	200	600	35.0	10.0	1.61	
1339	3	600	1500	35.0	10.0	1.61	
1339	4	1500	2000	35.0	10.0	1.61	
1340	1	0	120	35.0	10.0	1.18	
1340	2	120	250	35.0	10.0	1.41	
1340	3	250	2000	35.0	10.0	1.61	
1341	1	0	300	20.0	8.0	1.47	
1341	2	300	1000	35.0	10.0	1.61	
1341	3	1000	1500	35.0	10.0	1.41	
1341	4	1500	2000	14.0	10.5	1.5	
1342	1	0	200	11.0	84.0	1.59	
1342	2	200	600	11.0	84.0	1.59	
1342	3	600	800	11.0	84.0	1.59	
1342	4	800	2000	11.0	84.0	1.59	
1343	1	0	300	30.0	30.0	1.46	
1343	2	300	700	30.0	30.0	1.46	
1343	3	700	2000	30.0	30.0	1.46	
1344	1	0	250	50.0	10.0	1.35	
1344	2	250	600	55.0	22.5	1.35	
1344	3	600	1100	55.0	22.5	1.55	
1345	1	0	300	21.0	44.0	1.28	
1345	2	300	800	21.0	56.5	1.52	
1345	3	800	1500	2.5	92.5	1.63	
1345	4	1500	2000	2.5	92.5	1.63	
1346	1	0	150	23.5	19.0	1.25	
1346	2	150	350	23.5	19.0	1.25	
1346	3	350	1100	35.0	10.0	1.18	
1347	1	0	300	20.0	8.0	1.47	
1347	2	300	1100	20.0	8.0	1.47	
1348	1	0	150	23.5	19.0	1.25	
1348	2	150	1100	23.5	19.0	1.48	
1349	1	0	300	35.0	10.0	1.41	
1349	2	300	450	35.0	10.0	1.41	
1349	3	450	1000	35.0	10.0	1.41	
1349	4	1000	2000	35.0	10.0	1.41	
1350	1	0	150	35.0	10.0	1.18	
1350	2	150	250	35.0	10.0	1.41	
1350	3	250	1000	55.0	22.5	1.55	
1350	4	1000	2000	70.0	15.0	1.46	
1351	1	0	130	23.5	19.0	1.25	
1351	2	130	300	23.5	19.0	1.48	
1351	3	300	600	23.5	19.0	1.48	
1351	4	600	1300	21.0	44.0	1.51	
1351	5	1300	2000	2.5	92.5	1.63	
1352	1	0	200	4.0	31.0	1.57	
1352	2	200	500	4.0	31.0	1.57	
1352	3	500	1000	4.0	31.0	1.57	
1352	4	1000	2000	4.0	31.0	1.57	
1353	1	0	40	10.0	65.0	1.13	
1353	2	40	150	10.0	65.0	1.35	
1353	3	150	700	6.5	76.0	1.6	
1353	4	700	1200	2.5	92.5	1.63	
1354	1	0	250	12.5	30.0	1.08	
1354	2	250	2000	12.5	42.5	1.54	
1355	1	0	230	30.0	30.0	1.46	
1355	2	230	350	14.5	60.5	1.55	
1355	3	350	2000	4.0	63.5	1.6	
1356	1	0	200	21.0	34.0	1.27	
1356	2	200	350	40.0	20.0	1.41	
1356	3	350	2000	4.0	63.5	1.6	
1357	1	0	200	30.0	30.0	1.46	
1357	2	200	300	21.0	34.0	1.5	
1357	3	300	2000	12.5	42.5	1.54	
1358	1	0	40	30.0	30.0	1.01	
1358	2	40	240	21.0	34.0	1.5	
1358	3	240	500	40.0	20.0	1.61	
1358	4	500	2000	23.5	19.0	1.68	
1359	1	0	200	30.0	30.0	1.23	
1359	2	200	500	35.0	10.0	1.18	
1359	3	500	750	23.5	19.0	1.48	
1359	4	750	1000	23.5	19.0	1.48	
1359	5	1000	2000	23.5	19.0	1.48	
1360	1	0	150	4.0	51.0	1.14	
1360	2	150	450	14.5	60.5	1.32	
1360	3	450	550	21.0	56.5	1.72	
1360	4	550	1000	12.5	42.5	1.54	
1360	5	1000	2000	6.5	76.0	1.6	
1361	1	0	100	40.0	20.0	1.41	
1361	2	100	300	21.0	44.0	1.51	
1361	3	300	650	14.5	60.5	1.55	
1361	4	650	1000	6.5	76.0	1.6	
1361	5	1000	2000	23.5	19.0	1.48	
1362	1	0	100	21.0	34.0	1.27	
1362	2	100	750	21.0	34.0	1.27	
1362	3	750	2000	4.0	63.5	1.6	
1363	1	0	200	30.0	30.0	1.23	
1363	2	200	400	30.0	30.0	1.46	
1363	3	400	650	30.0	30.0	1.46	
1363	4	650	2000	12.5	42.5	1.54	
1364	1	0	150	30.0	30.0	1.23	
1364	2	150	750	30.0	30.0	1.46	
1364	3	750	2000	10.0	65.0	1.58	
1365	1	0	300	2.5	92.5	1.4	
1365	2	300	500	2.5	92.5	1.4	
1365	3	500	800	10.0	65.0	1.35	
1365	4	800	2000	6.5	76.0	1.37	
1366	1	0	50	21.0	34.0	1.5	
1366	2	50	600	21.0	44.0	1.71	
1366	3	600	1100	35.0	42.5	1.65	
1366	4	1100	2000	10.0	65.0	1.58	
1367	1	0	250	23.5	19.0	1.48	
1367	2	250	450	23.5	19.0	1.48	
1367	3	450	850	21.0	34.0	1.5	
1367	4	850	1200	40.0	20.0	1.61	
1367	5	1200	2000	30.0	30.0	1.46	
1368	1	0	30	2.5	80.0	1.17	
1368	2	30	100	2.5	80.0	1.39	
1368	3	100	400	6.5	76.0	1.6	
1368	4	400	600	11.0	84.0	1.79	
1368	5	600	2000	11.0	84.0	1.59	
1369	1	0	200	35.0	42.5	1.0	
1369	2	200	400	40.0	20.0	1.18	
1369	3	400	600	40.0	20.0	1.41	
1369	4	600	2000	14.5	60.5	1.75	
1370	1	0	150	21.0	56.5	1.29	
1370	2	150	400	21.0	56.5	1.29	
1370	3	400	700	6.5	76.0	1.37	
1370	4	700	2000	40.0	20.0	1.61	
1371	1	0	350	23.5	19.0	1.03	
1371	2	350	600	14.5	60.5	1.55	
1371	3	600	1000	10.0	65.0	1.58	
1371	4	1000	2000	6.5	76.0	1.6	
1372	1	0	200	6.5	76.0	1.6	
1372	2	200	600	6.5	76.0	1.6	
1372	3	600	1200	6.5	76.0	1.6	
1372	4	1200	2000	6.5	76.0	1.6	
1373	1	0	50	10.0	65.0	1.13	
1373	2	50	600	14.5	60.5	1.32	
1373	3	600	2000	10.0	65.0	1.35	
1374	1	0	250	2.5	80.0	1.62	
1374	2	250	600	6.5	76.0	1.6	
1374	3	600	2000	6.5	76.0	1.6	
1375	1	0	250	21.0	34.0	1.5	
1375	2	250	600	40.0	20.0	1.41	
1375	3	600	2000	21.0	34.0	1.5	
1376	1	0	300	14.0	10.5	1.27	
1376	2	300	550	23.5	19.0	1.48	
1376	3	550	2000	10.0	65.0	1.58	
1377	1	0	200	21.0	44.0	1.28	
1377	2	200	470	70.0	15.0	1.61	
1377	3	470	800	70.0	15.0	1.61	
1377	4	800	2000	50.0	10.0	1.7	
1378	1	0	200	40.0	20.0	1.18	
1378	2	200	400	40.0	20.0	1.18	
1378	3	400	550	14.5	60.5	1.55	
1378	4	550	2000	12.5	42.5	1.54	
1379	1	0	200	30.0	30.0	1.23	
1379	2	200	700	23.5	19.0	1.25	
1379	3	700	900	40.0	20.0	1.41	
1379	4	900	1100	12.5	30.0	1.3	
1380	1	0	30	12.5	30.0	1.3	
1380	2	30	300	14.0	10.5	1.27	
1380	3	300	750	35.0	10.0	1.61	
1380	4	750	1000	35.0	42.5	1.65	
1380	5	1000	2000	35.0	42.5	1.65	
1381	1	0	250	23.5	19.0	1.48	
1381	2	250	400	30.0	30.0	1.46	
1381	3	400	600	35.0	10.0	1.41	
1381	4	600	800	23.5	19.0	1.25	
1381	5	800	2000	10.0	12.5	1.29	
1382	1	0	200	50.0	10.0	1.55	
1382	2	200	350	40.0	20.0	1.41	
1382	3	350	1500	21.0	34.0	1.27	
1382	4	1500	1550	21.0	34.0	1.27	
1383	1	0	70	30.0	30.0	1.23	
1383	2	70	100	21.0	34.0	1.27	
1383	3	100	250	21.0	34.0	1.27	
1383	4	250	350	40.0	20.0	1.41	
1383	5	350	550	35.0	42.5	1.65	
1383	6	550	1100	21.0	34.0	1.7	
1384	1	0	80	10.0	65.0	1.35	
1384	2	80	500	10.0	65.0	1.35	
1384	3	500	750	10.0	65.0	1.35	
1384	4	750	2000	35.0	42.5	1.65	
1385	1	0	300	14.0	10.5	1.27	
1385	2	300	800	14.0	10.5	1.27	
1385	3	800	1200	20.0	8.0	1.24	
1385	4	1200	2000	20.0	8.0	1.24	
1386	1	0	200	21.0	34.0	1.27	
1386	2	200	800	30.0	30.0	1.46	
1386	3	800	1050	40.0	20.0	1.41	
1386	4	1050	1200	35.0	10.0	1.41	
1386	5	1200	2000	4.0	31.0	1.34	
1387	1	0	200	21.0	34.0	1.5	
1387	2	200	450	27.5	5.0	1.44	
1387	3	450	2000	23.5	19.0	1.25	
1388	1	0	200	4.0	31.0	1.34	
1388	2	200	500	4.0	31.0	1.34	
1388	3	500	800	4.0	31.0	1.57	
1388	4	800	2000	14.0	10.5	1.5	
1389	1	0	50	14.5	60.5	1.32	
1389	2	50	350	14.5	60.5	1.55	
1389	3	350	600	35.0	42.5	1.45	
1389	4	600	2000	10.0	65.0	1.58	
1390	1	0	220	12.5	42.5	1.54	
1390	2	220	440	12.5	42.5	1.54	
1390	3	440	800	30.0	30.0	1.46	
1390	4	800	2000	21.0	34.0	1.5	
1391	1	0	300	12.5	30.0	1.53	
1391	2	300	500	14.0	10.5	1.5	
1391	3	500	700	14.0	10.5	1.5	
1391	4	700	2000	14.0	10.5	1.5	
1392	1	0	100	23.5	19.0	1.03	
1392	2	100	350	23.5	19.0	1.25	
1392	3	350	600	30.0	30.0	1.46	
1392	4	600	2000	35.0	42.5	1.45	
1393	1	0	200	35.0	42.5	1.0	
1393	2	200	400	40.0	20.0	1.41	
1393	3	400	600	40.0	20.0	1.41	
1393	4	600	2000	14.5	60.5	1.55	
1394	1	0	300	20.0	8.0	1.47	
1394	2	300	700	12.5	30.0	1.53	
1394	3	700	1000	35.0	42.5	1.65	
1394	4	1000	2000	21.0	34.0	1.7	
1395	1	0	350	21.0	34.0	1.5	
1395	2	350	2000	21.0	34.0	1.5	
1396	1	0	200	4.0	63.5	1.6	
1396	2	200	500	4.0	31.0	1.57	
1396	3	500	900	4.0	51.0	1.59	
1396	4	900	2000	2.5	80.0	1.62	
1397	1	0	200	27.5	5.0	0.99	
1397	2	200	400	27.5	5.0	1.21	
1397	3	400	1000	20.0	8.0	1.47	
1397	4	1000	2000	23.5	19.0	1.25	
1398	1	0	120	6.5	76.0	1.15	
1398	2	120	250	12.5	30.0	1.08	
1398	3	250	400	12.5	42.5	1.31	
1398	4	400	500	10.0	65.0	1.35	
1398	5	500	750	12.5	30.0	1.3	
1398	6	750	1050	23.5	19.0	1.25	
1398	7	1050	2000	2.5	92.5	1.18	
1399	1	0	300	23.5	19.0	1.25	
1399	2	300	500	35.0	10.0	1.61	
1399	3	500	800	23.5	19.0	1.68	
1399	4	800	1000	35.0	10.0	1.41	
1399	5	1000	2000	35.0	10.0	1.41	
1400	1	0	250	4.0	31.0	1.34	
1400	2	250	2000	4.0	8.0	1.31	
1401	1	0	50	12.5	30.0	1.3	
1401	2	50	600	12.5	30.0	1.53	
1401	3	600	900	12.5	30.0	1.53	
1401	4	900	2000	4.0	31.0	1.77	
1402	1	0	130	2.5	80.0	1.17	
1402	2	130	150	10.0	65.0	1.13	
1402	3	150	220	10.0	65.0	1.13	
1402	4	220	350	10.0	65.0	1.13	
1402	5	350	500	6.5	76.0	1.15	
1402	6	500	800	10.0	65.0	1.35	
1402	7	800	1000	10.0	65.0	1.35	
1402	8	1000	1100	11.0	84.0	1.36	
1402	9	1100	1200	11.0	84.0	1.36	
1402	10	1200	2000	11.0	84.0	1.36	
1403	1	0	200	10.0	65.0	1.58	
1403	2	200	350	14.5	60.5	1.55	
1403	3	350	700	21.0	56.5	1.72	
1403	4	700	1100	21.0	34.0	1.7	
1403	5	1100	2000	21.0	34.0	1.7	
1404	1	0	300	14.5	60.5	1.55	
1404	2	300	450	21.0	56.5	1.52	
1404	3	450	700	21.0	56.5	1.72	
1404	4	700	1000	14.5	60.5	1.55	
1404	5	1000	1300	10.0	65.0	1.58	
1405	1	0	30	21.0	56.5	1.07	
1405	2	30	80	21.0	56.5	1.07	
1405	3	80	130	21.0	56.5	1.07	
1405	4	130	250	14.5	60.5	1.1	
1405	5	250	350	10.0	65.0	1.13	
1405	6	350	500	4.0	63.5	1.15	
