nSoil_Types 2676
SOIL_NR	HORIZON	UD[mm]	LD[mm]	Clay[%]	SAND[%]	Bd[gcm-3]	Silt[%]
2415	1	0	50	6.5	76.0	1.36	17.5
2415	2	50	320	4.0	63.5	1.55	32.5
2415	3	320	500	2.5	92.5	1.52	5.0
2415	4	500	800	2.5	92.5	1.52	5.0
2415	5	800	2000	2.5	92.5	1.52	5.0
2416	1	0	310	12.5	42.5	1.41	45.0
2416	2	310	350	12.5	42.5	1.61	45.0
2416	3	350	470	10.0	65.0	1.58	25.0
2416	4	470	750	2.5	80.0	1.53	17.5
2416	5	750	2000	2.5	80.0	1.53	17.5
2417	1	0	250	12.5	30.0	1.41	57.5
2417	2	250	330	12.5	30.0	1.62	57.5
2417	3	330	480	12.5	30.0	1.62	57.5
2417	4	480	650	12.5	30.0	1.82	57.5
2417	5	650	1100	12.5	30.0	1.82	57.5
2417	6	1100	2000	12.5	30.0	1.62	57.5
2418	1	0	300	6.5	76.0	1.36	17.5
2418	2	300	380	10.0	65.0	1.58	25.0
2418	3	380	650	11.0	84.0	1.56	5.0
2418	4	650	1000	11.0	84.0	1.56	5.0
2418	5	1000	2000	2.5	92.5	1.52	5.0
2419	1	0	110	2.5	92.5	1.32	5.0
2419	2	110	740	2.5	92.5	1.52	5.0
2419	3	740	1050	2.5	92.5	1.52	5.0
2419	4	1050	2000	2.5	92.5	1.52	5.0
2420	1	0	220	10.0	65.0	1.39	25.0
2420	2	220	340	10.0	65.0	1.58	25.0
2420	3	340	2000	21.0	44.0	1.84	35.0
2421	1	0	100	2.5	80.0	1.32	17.5
2421	2	100	250	2.5	92.5	1.52	5.0
2421	3	250	450	2.5	92.5	1.52	5.0
2421	4	450	800	2.5	92.5	1.52	5.0
2421	5	800	1000	2.5	92.5	1.52	5.0
2421	6	1000	1300	2.5	92.5	1.52	5.0
2422	1	0	110	12.5	30.0	1.21	57.5
2422	2	110	520	12.5	30.0	1.41	57.5
2422	3	520	2000	4.0	63.5	1.55	32.5
2423	1	0	290	12.5	42.5	1.41	45.0
2423	2	290	420	12.5	30.0	1.62	57.5
2423	3	420	1200	10.0	65.0	1.58	25.0
2423	4	1200	2000	11.0	84.0	1.56	5.0
2424	1	0	280	14.5	9.0	1.43	76.5
2424	2	280	370	21.0	34.0	1.65	45.0
2424	3	370	660	10.0	65.0	1.58	25.0
2424	4	660	2000	2.5	92.5	1.52	5.0
2425	1	0	80	10.0	11.5	1.39	78.5
2425	2	80	460	14.5	9.0	1.65	76.5
2425	3	460	720	14.5	9.0	1.65	76.5
2425	4	720	1100	14.5	9.0	1.65	76.5
2425	5	1100	2000	21.0	5.0	1.68	74.0
2426	1	0	330	12.5	42.5	1.41	45.0
2426	2	330	920	12.5	30.0	1.61	57.5
2426	3	920	2000	12.5	30.0	1.82	57.5
2427	1	0	330	12.5	30.0	1.41	57.5
2427	2	330	450	12.5	30.0	1.62	57.5
2427	3	450	610	12.5	30.0	1.62	57.5
2427	4	610	900	21.0	44.0	1.64	35.0
2427	5	900	2000	14.5	60.5	1.6	25.0
2428	1	0	300	12.5	30.0	1.41	57.5
2428	2	300	540	10.0	11.5	1.63	78.5
2428	3	540	950	11.0	84.0	1.56	5.0
2428	4	950	2000	11.0	84.0	1.56	5.0
2429	1	0	80	12.5	30.0	1.41	57.5
2429	2	80	680	12.5	30.0	1.62	57.5
2429	3	680	2000	12.5	42.5	1.81	45.0
2430	1	0	50	10.0	65.0	1.39	25.0
2430	2	50	320	10.0	65.0	1.58	25.0
2430	3	320	850	10.0	65.0	1.58	25.0
2430	4	850	2000	14.5	60.5	1.8	25.0
2431	1	0	600	33.3	33.4	0.5	33.3
2431	2	600	1000	6.5	76.0	1.55	17.5
2431	3	1000	2000	6.5	76.0	1.55	17.5
2432	1	0	110	12.5	42.5	1.21	45.0
2432	2	110	2000	12.5	42.5	1.61	45.0
2433	1	0	300	12.5	42.5	1.41	45.0
2433	2	300	820	12.5	42.5	1.61	45.0
2433	3	820	2000	2.5	80.0	1.73	17.5
2434	1	0	80	10.0	65.0	1.39	25.0
2434	2	80	140	10.0	65.0	1.59	25.0
2434	3	140	650	4.0	63.5	1.55	32.5
2434	4	650	2000	2.5	80.0	1.53	17.5
2435	1	0	100	2.5	80.0	1.33	17.5
2435	2	100	500	2.5	92.5	1.52	5.0
2435	3	500	850	2.5	92.5	1.52	5.0
2435	4	850	2000	2.5	92.5	1.52	5.0
2436	1	0	200	4.0	51.0	1.34	45.0
2436	2	200	600	4.0	63.5	1.55	32.5
2436	3	600	2000	2.5	92.5	1.72	5.0
2437	1	0	300	23.5	19.0	1.51	57.5
2437	2	300	2000	21.0	56.5	1.83	22.5
2438	1	0	150	12.5	30.0	1.41	57.5
2438	2	150	820	10.0	11.5	1.63	78.5
2438	3	820	1100	4.0	63.5	1.55	32.5
2438	4	1100	1500	2.5	92.5	1.52	5.0
2439	1	0	250	12.5	30.0	1.41	57.5
2439	2	250	800	21.0	5.0	1.68	74.0
2439	3	800	1500	21.0	5.0	1.88	74.0
2440	1	0	200	14.5	9.0	1.43	76.5
2440	2	200	350	14.5	9.0	1.63	76.5
2440	3	350	550	14.5	9.0	1.43	76.5
2440	4	550	650	21.0	5.0	1.68	74.0
2440	5	650	900	30.0	2.5	1.72	67.5
2440	6	900	1300	55.0	2.5	1.62	42.5
2441	1	0	520	33.3	33.4	0.5	33.3
2441	2	520	1300	14.5	9.0	0.63	76.5
2442	1	0	180	12.5	30.0	1.21	57.5
2442	2	180	330	6.5	76.0	1.56	17.5
2442	3	330	520	10.0	65.0	1.79	25.0
2442	4	520	1300	6.5	76.0	1.56	17.5
2443	1	0	50	12.5	30.0	1.41	57.5
2443	2	50	160	12.5	30.0	1.62	57.5
2443	3	160	2000	6.5	76.0	1.55	17.5
2444	1	0	50	2.5	80.0	1.32	17.5
2444	2	50	280	2.5	80.0	1.53	17.5
2444	3	280	2000	2.5	80.0	1.53	17.5
2445	1	0	350	12.5	30.0	1.42	57.5
2445	2	350	2000	6.5	76.0	1.55	17.5
2446	1	0	300	4.0	31.0	1.34	65.0
2446	2	300	540	4.0	31.0	1.58	65.0
2446	3	540	630	4.0	31.0	1.58	65.0
2446	4	630	2000	4.0	31.0	1.78	65.0
2447	1	0	300	4.0	63.5	1.34	32.5
2447	2	300	380	2.5	80.0	1.53	17.5
2447	3	380	800	2.5	80.0	1.53	17.5
2447	4	800	1100	2.5	92.5	1.52	5.0
2447	5	1100	2000	2.5	92.5	1.52	5.0
2448	1	0	400	6.5	76.0	1.35	17.5
2448	2	400	690	6.5	76.0	1.55	17.5
2448	3	690	2000	6.5	76.0	1.55	17.5
2449	1	0	330	12.5	30.0	1.42	57.5
2449	2	330	400	12.5	30.0	1.62	57.5
2449	3	400	2000	10.0	65.0	1.58	25.0
2450	1	0	280	10.0	65.0	1.39	25.0
2450	2	280	350	4.0	63.5	1.55	32.5
2450	3	350	700	4.0	63.5	1.55	32.5
2450	4	700	850	4.0	63.5	1.55	32.5
2450	5	850	2000	14.5	60.5	1.8	25.0
2451	1	0	250	4.0	63.5	1.35	32.5
2451	2	250	500	4.0	63.5	1.55	32.5
2451	3	500	650	11.0	84.0	1.56	5.0
2451	4	650	850	2.5	92.5	1.52	5.0
2451	5	850	2000	2.5	92.5	1.52	5.0
2452	1	0	100	2.5	92.5	1.32	5.0
2452	2	100	200	2.5	92.5	1.52	5.0
2452	3	200	700	2.5	92.5	1.52	5.0
2452	4	700	900	2.5	92.5	1.52	5.0
2452	5	900	2000	2.5	92.5	1.52	5.0
2453	1	0	280	4.0	63.5	1.34	32.5
2453	2	280	400	4.0	51.0	1.56	45.0
2453	3	400	600	4.0	63.5	1.55	32.5
2453	4	600	900	10.0	65.0	1.78	25.0
2453	5	900	2000	14.5	60.5	1.8	25.0
2454	1	0	150	14.5	60.5	1.43	25.0
2454	2	150	350	21.0	44.0	1.49	35.0
2454	3	350	450	30.0	47.5	1.67	22.5
2454	4	450	700	55.0	22.5	1.6	22.5
2454	5	700	1300	55.0	22.5	1.6	22.5
2455	1	0	80	2.5	80.0	1.32	17.5
2455	2	80	340	2.5	80.0	1.53	17.5
2455	3	340	2000	6.5	76.0	1.55	17.5
2456	1	0	320	6.5	76.0	1.35	17.5
2456	2	320	420	2.5	92.5	1.52	5.0
2456	3	420	640	2.5	92.5	1.52	5.0
2456	4	640	900	2.5	92.5	1.52	5.0
2456	5	900	1500	2.5	92.5	1.52	5.0
2457	1	0	50	14.5	60.5	1.43	25.0
2457	2	50	150	10.0	65.0	1.58	25.0
2457	3	150	250	14.5	60.5	1.63	25.0
2457	4	250	450	14.5	60.5	1.6	25.0
2457	5	450	750	6.5	76.0	1.55	17.5
2457	6	750	1500	10.0	65.0	1.78	25.0
2458	1	0	150	12.5	42.5	1.41	45.0
2458	2	150	350	30.0	47.5	1.87	22.5
2458	3	350	800	30.0	47.5	1.87	22.5
2458	4	800	2000	30.0	47.5	1.87	22.5
2459	1	0	200	21.0	44.0	1.49	35.0
2459	2	200	350	21.0	44.0	1.69	35.0
2459	3	350	500	30.0	30.0	1.49	40.0
2459	4	500	700	30.0	47.5	1.87	22.5
2459	5	700	2000	30.0	30.0	1.69	40.0
2460	1	0	200	12.5	42.5	0.61	45.0
2460	2	200	450	12.5	42.5	1.21	45.0
2460	3	450	650	12.5	42.5	1.61	45.0
2460	4	650	800	4.0	63.5	1.55	32.5
2460	5	800	1300	2.5	80.0	1.53	17.5
2461	1	0	40	2.5	92.5	1.32	5.0
2461	2	40	100	2.5	92.5	1.52	5.0
2461	3	100	300	2.5	92.5	1.52	5.0
2461	4	300	550	2.5	92.5	1.52	5.0
2461	5	550	850	2.5	92.5	1.52	5.0
2461	6	850	2000	2.5	92.5	1.52	5.0
2462	1	0	100	10.0	65.0	1.39	25.0
2462	2	100	400	10.0	65.0	1.58	25.0
2462	3	400	700	21.0	34.0	1.29	45.0
2462	4	700	900	10.0	65.0	1.58	25.0
2462	5	900	1300	10.0	65.0	1.58	25.0
2463	1	0	320	23.5	19.0	1.51	57.5
2463	2	320	420	23.5	19.0	1.68	57.5
2463	3	420	1130	14.5	60.5	1.6	25.0
2463	4	1130	2000	11.0	84.0	1.56	5.0
2464	1	0	300	10.0	65.0	1.38	25.0
2464	2	300	500	4.0	63.5	1.55	32.5
2464	3	500	700	4.0	51.0	1.56	45.0
2464	4	700	1100	12.5	30.0	1.82	57.5
2464	5	1100	2000	14.5	60.5	1.8	25.0
2465	1	0	300	10.0	65.0	1.39	25.0
2465	2	300	500	6.5	76.0	1.55	17.5
2465	3	500	750	2.5	80.0	1.53	17.5
2465	4	750	1050	10.0	65.0	1.58	25.0
2465	5	1050	1200	2.5	80.0	1.53	17.5
2465	6	1200	1450	2.5	80.0	1.53	17.5
2465	7	1450	1600	2.5	80.0	1.53	17.5
2466	1	0	350	6.5	76.0	1.36	17.5
2466	2	350	500	6.5	76.0	1.56	17.5
2466	3	500	600	2.5	80.0	1.53	17.5
2466	4	600	1000	2.5	92.5	1.52	5.0
2466	5	1000	1800	14.5	60.5	1.8	25.0
2467	1	0	100	10.0	65.0	1.39	25.0
2467	2	100	400	10.0	65.0	1.59	25.0
2467	3	400	1300	10.0	65.0	1.58	25.0
2468	1	0	300	33.3	33.4	0.5	33.3
2468	2	300	400	33.3	33.4	0.5	33.3
2468	3	400	500	14.5	60.5	1.63	25.0
2468	4	500	1300	21.0	56.5	1.63	22.5
2469	1	0	280	4.0	63.5	1.34	32.5
2469	2	280	400	2.5	80.0	1.53	17.5
2469	3	400	650	2.5	80.0	1.53	17.5
2469	4	650	950	2.5	80.0	1.53	17.5
2469	5	950	2000	2.5	92.5	1.52	5.0
2470	1	0	50	2.5	92.5	1.32	5.0
2470	2	50	200	2.5	92.5	1.52	5.0
2470	3	200	500	2.5	92.5	1.52	5.0
2470	4	500	800	2.5	92.5	1.52	5.0
2470	5	800	2000	2.5	92.5	1.52	5.0
2471	1	0	40	6.5	76.0	1.35	17.5
2471	2	40	300	2.5	92.5	1.52	5.0
2471	3	300	500	2.5	92.5	1.52	5.0
2471	4	500	650	2.5	92.5	1.52	5.0
2471	5	650	2000	2.5	92.5	1.52	5.0
2472	1	0	50	10.0	65.0	1.39	25.0
2472	2	50	250	6.5	76.0	1.55	17.5
2472	3	250	450	10.0	65.0	1.58	25.0
2472	4	450	1200	10.0	65.0	1.58	25.0
2473	1	0	50	2.5	80.0	1.32	17.5
2473	2	50	300	2.5	80.0	1.53	17.5
2473	3	300	650	2.5	80.0	1.53	17.5
2473	4	650	850	10.0	65.0	1.78	25.0
2473	5	850	2000	10.0	65.0	1.78	25.0
2474	1	0	100	2.5	92.5	1.32	5.0
2474	2	100	200	2.5	92.5	1.52	5.0
2474	3	200	300	6.5	76.0	1.55	17.5
2474	4	300	900	10.0	65.0	1.78	25.0
2474	5	900	1400	21.0	44.0	1.84	35.0
2475	1	0	100	6.5	76.0	1.36	17.5
2475	2	100	350	6.5	76.0	1.56	17.5
2475	3	350	500	2.5	92.5	1.52	5.0
2475	4	500	680	2.5	92.5	1.52	5.0
2475	5	680	900	2.5	80.0	1.53	17.5
2475	6	900	1400	2.5	80.0	1.73	17.5
2476	1	0	300	10.0	11.5	1.43	78.5
2476	2	300	350	10.0	11.5	1.63	78.5
2476	3	350	550	10.0	11.5	1.63	78.5
2476	4	550	900	21.0	5.0	1.88	74.0
2476	5	900	1300	21.0	5.0	1.68	74.0
2476	6	1300	1550	21.0	5.0	1.68	74.0
2476	7	1550	1650	21.0	5.0	1.68	74.0
2476	8	1650	1950	21.0	5.0	1.68	74.0
2476	9	1950	2000	21.0	5.0	1.68	74.0
2477	1	0	200	12.5	30.0	1.41	57.5
2477	2	200	300	12.5	30.0	1.62	57.5
2477	3	300	350	12.5	30.0	1.62	57.5
2477	4	350	550	12.5	30.0	1.62	57.5
2477	5	550	750	12.5	30.0	1.62	57.5
2477	6	750	2000	4.0	63.5	1.75	32.5
2478	1	0	150	14.5	9.0	1.43	76.5
2478	2	150	350	10.0	11.5	1.63	78.5
2478	3	350	500	10.0	11.5	1.63	78.5
2478	4	500	900	10.0	11.5	1.83	78.5
2478	5	900	2000	14.5	9.0	1.85	76.5
2479	1	0	200	12.5	42.5	1.41	45.0
2479	2	200	400	12.5	42.5	1.61	45.0
2479	3	400	550	12.5	42.5	1.61	45.0
2479	4	550	2000	10.0	65.0	1.58	25.0
2480	1	0	280	12.5	30.0	1.41	57.5
2480	2	280	450	14.5	9.0	1.65	76.5
2480	3	450	600	14.5	9.0	1.65	76.5
2480	4	600	750	12.5	30.0	1.62	57.5
2480	5	750	2000	10.0	65.0	1.58	25.0
2481	1	0	200	30.0	47.5	1.57	22.5
2481	2	200	300	21.0	71.5	1.61	7.5
2481	3	300	600	30.0	47.5	1.67	22.5
2481	4	600	800	55.0	2.5	1.62	42.5
2481	5	800	2000	55.0	2.5	1.62	42.5
2482	1	0	150	14.5	60.5	1.43	25.0
2482	2	150	250	30.0	30.0	1.49	40.0
2482	3	250	450	30.0	47.5	1.67	22.5
2482	4	450	720	55.0	22.5	1.6	22.5
2482	5	720	2000	55.0	2.5	1.62	42.5
2483	1	0	120	30.0	30.0	1.37	40.0
2483	2	120	300	30.0	30.0	1.57	40.0
2483	3	300	400	30.0	30.0	1.69	40.0
2483	4	400	600	30.0	30.0	1.69	40.0
2483	5	600	2000	30.0	30.0	1.69	40.0
2484	1	0	200	21.0	34.0	1.49	45.0
2484	2	200	350	21.0	34.0	1.69	45.0
2484	3	350	800	23.5	19.0	1.68	57.5
2484	4	800	1150	23.5	19.0	1.68	57.5
2484	5	1150	2000	23.5	19.0	1.68	57.5
2485	1	0	150	23.5	19.0	1.51	57.5
2485	2	150	300	23.5	19.0	1.68	57.5
2485	3	300	450	23.5	19.0	1.68	57.5
2485	4	450	720	37.5	5.0	1.74	57.5
2485	5	720	2000	37.5	5.0	1.74	57.5
2486	1	0	250	21.0	56.5	1.49	22.5
2486	2	250	550	21.0	56.5	1.69	22.5
2486	3	550	650	30.0	47.5	1.67	22.5
2486	4	650	800	30.0	47.5	1.67	22.5
2486	5	800	1500	11.0	84.0	1.56	5.0
2487	1	0	150	2.5	92.5	1.32	5.0
2487	2	150	450	2.5	92.5	1.52	5.0
2487	3	450	700	2.5	92.5	1.52	5.0
2487	4	700	850	2.5	92.5	1.52	5.0
2487	5	850	1300	2.5	92.5	1.52	5.0
2488	1	0	220	11.0	84.0	1.4	5.0
2488	2	220	340	11.0	84.0	1.56	5.0
2488	3	340	680	2.5	92.5	1.52	5.0
2488	4	680	830	2.5	92.5	1.52	5.0
2488	5	830	1300	2.5	92.5	1.52	5.0
2489	1	0	100	14.5	60.5	1.43	25.0
2489	2	100	200	14.5	60.5	1.63	25.0
2489	3	200	300	21.0	34.0	1.65	45.0
2489	4	300	700	2.5	92.5	1.52	5.0
2489	5	700	1000	11.0	84.0	1.56	5.0
2489	6	1000	1300	2.5	92.5	1.52	5.0
2490	1	0	340	33.3	33.4	0.5	33.3
2490	2	340	550	2.5	92.5	1.52	5.0
2490	3	550	1300	2.5	92.5	1.52	5.0
2491	1	0	300	6.5	76.0	1.36	17.5
2491	2	300	500	4.0	63.5	1.55	32.5
2491	3	500	650	4.0	63.5	1.55	32.5
2491	4	650	2000	10.0	65.0	1.58	25.0
2492	1	0	20	10.0	65.0	1.19	25.0
2492	2	20	50	4.0	63.5	1.54	32.5
2492	3	50	300	4.0	63.5	1.55	32.5
2492	4	300	2000	4.0	63.5	1.55	32.5
2493	1	0	50	2.5	80.0	1.32	17.5
2493	2	50	250	2.5	80.0	1.53	17.5
2493	3	250	600	2.5	92.5	1.52	5.0
2493	4	600	900	2.5	92.5	1.52	5.0
2493	5	900	1100	2.5	92.5	1.52	5.0
2493	6	1100	2000	2.5	92.5	1.52	5.0
2494	1	0	300	10.0	65.0	1.39	25.0
2494	2	300	1200	2.5	92.5	1.52	5.0
2495	1	0	30	6.5	76.0	1.36	17.5
2495	2	30	100	10.0	65.0	1.59	25.0
2495	3	100	450	2.5	80.0	1.53	17.5
2495	4	450	600	4.0	63.5	1.55	32.5
2495	5	600	2000	2.5	80.0	1.53	17.5
2496	1	0	100	10.0	65.0	1.39	25.0
2496	2	100	300	10.0	65.0	1.59	25.0
2496	3	300	600	6.5	76.0	1.55	17.5
2496	4	600	800	6.5	76.0	1.55	17.5
2496	5	800	2000	6.5	76.0	1.55	17.5
2497	1	0	150	2.5	92.5	1.32	5.0
2497	2	150	200	2.5	92.5	1.52	5.0
2497	3	200	350	2.5	92.5	1.52	5.0
2497	4	350	500	2.5	92.5	1.52	5.0
2497	5	500	700	2.5	92.5	1.52	5.0
2497	6	700	2000	2.5	92.5	1.52	5.0
2498	1	0	290	12.5	42.5	1.41	45.0
2498	2	290	430	10.0	65.0	1.58	25.0
2498	3	430	630	10.0	65.0	1.58	25.0
2498	4	630	2000	30.0	62.5	1.86	7.5
2499	1	0	200	2.5	92.5	1.32	5.0
2499	2	200	400	2.5	92.5	1.52	5.0
2499	3	400	750	2.5	92.5	1.52	5.0
2499	4	750	2000	2.5	92.5	1.52	5.0
2500	1	0	250	10.0	65.0	1.39	25.0
2500	2	250	450	6.5	76.0	1.55	17.5
2500	3	450	2000	2.5	80.0	1.53	17.5
2501	1	0	30	10.0	65.0	1.39	25.0
2501	2	30	500	10.0	65.0	1.58	25.0
2501	3	500	2000	10.0	65.0	1.58	25.0
2502	1	0	200	10.0	65.0	1.39	25.0
2502	2	200	2000	4.0	63.5	1.55	32.5
2503	1	0	150	10.0	65.0	1.39	25.0
2503	2	150	300	6.5	76.0	1.55	17.5
2503	3	300	700	6.5	76.0	1.55	17.5
2503	4	700	2000	6.5	76.0	1.55	17.5
2504	1	0	30	10.0	65.0	1.39	25.0
2504	2	30	2000	10.0	65.0	1.58	25.0
2505	1	0	300	10.0	65.0	1.39	25.0
2505	2	300	1300	2.5	92.5	1.52	5.0
2506	1	0	200	2.5	92.5	1.32	5.0
2506	2	200	700	2.5	92.5	1.52	5.0
2506	3	700	1000	2.5	92.5	1.52	5.0
2506	4	1000	2000	2.5	92.5	1.52	5.0
2507	1	0	50	2.5	92.5	1.32	5.0
2507	2	50	150	2.5	92.5	1.52	5.0
2507	3	150	500	2.5	92.5	1.52	5.0
2507	4	500	1300	2.5	92.5	1.52	5.0
2507	5	1300	2000	2.5	92.5	1.52	5.0
2508	1	0	100	2.5	92.5	1.32	5.0
2508	2	100	200	2.5	92.5	1.52	5.0
2508	3	200	500	2.5	92.5	1.52	5.0
2508	4	500	1100	2.5	92.5	1.52	5.0
2508	5	1100	2000	2.5	92.5	1.52	5.0
2509	1	0	150	2.5	92.5	1.32	5.0
2509	2	150	250	2.5	92.5	1.52	5.0
2509	3	250	350	2.5	92.5	1.32	5.0
2509	4	350	750	2.5	92.5	1.52	5.0
2509	5	750	1200	2.5	92.5	1.52	5.0
2509	6	1200	1500	2.5	92.5	1.52	5.0
2510	1	0	30	2.5	80.0	1.12	17.5
2510	2	30	300	2.5	80.0	1.52	17.5
2510	3	300	2000	2.5	80.0	1.53	17.5
2511	1	0	250	6.5	76.0	1.36	17.5
2511	2	250	1200	2.5	92.5	1.52	5.0
2511	3	1200	1400	2.5	80.0	1.53	17.5
2511	4	1400	1500	2.5	92.5	1.52	5.0
2512	1	0	350	2.5	80.0	1.32	17.5
2512	2	350	600	2.5	92.5	1.52	5.0
2512	3	600	900	2.5	92.5	1.52	5.0
2512	4	900	2000	2.5	92.5	1.52	5.0
2513	1	0	250	6.5	76.0	1.36	17.5
2513	2	250	700	6.5	76.0	1.55	17.5
2513	3	700	1200	2.5	92.5	1.52	5.0
2513	4	1200	1500	2.5	92.5	1.52	5.0
2514	1	0	250	6.5	76.0	1.36	17.5
2514	2	250	350	6.5	76.0	1.56	17.5
2514	3	350	600	6.5	76.0	1.55	17.5
2514	4	600	850	2.5	80.0	1.53	17.5
2514	5	850	2000	2.5	80.0	1.53	17.5
2515	1	0	30	4.0	31.0	1.34	65.0
2515	2	30	600	4.0	31.0	1.58	65.0
2515	3	600	1000	4.0	31.0	1.58	65.0
2515	4	1000	2000	4.0	31.0	1.58	65.0
2516	1	0	200	33.3	33.4	0.5	33.3
2516	2	200	500	33.3	33.4	0.5	33.3
2516	3	500	800	33.3	33.4	0.5	33.3
2516	4	800	1300	2.5	92.5	1.52	5.0
2517	1	0	50	2.5	92.5	1.12	5.0
2517	2	50	2000	2.5	92.5	1.52	5.0
2518	1	0	80	2.5	92.5	1.32	5.0
2518	2	80	200	2.5	92.5	1.52	5.0
2518	3	200	600	2.5	92.5	1.52	5.0
2518	4	600	2000	2.5	92.5	1.52	5.0
2519	1	0	50	2.5	80.0	1.32	17.5
2519	2	50	450	2.5	80.0	1.53	17.5
2519	3	450	500	2.5	92.5	1.52	5.0
2519	4	500	1800	2.5	92.5	1.52	5.0
2520	1	0	230	14.5	9.0	1.43	76.5
2520	2	230	400	21.0	5.0	1.68	74.0
2520	3	400	680	55.0	2.5	1.62	42.5
2520	4	680	2000	55.0	2.5	1.62	42.5
2521	1	0	350	6.5	76.0	1.35	17.5
2521	2	350	550	2.5	80.0	1.53	17.5
2521	3	550	800	2.5	80.0	1.53	17.5
2521	4	800	2000	4.0	63.5	1.55	32.5
2522	1	0	230	12.5	42.5	1.41	45.0
2522	2	230	520	12.5	42.5	1.61	45.0
2522	3	520	2000	12.5	42.5	1.61	45.0
2523	1	0	150	4.0	51.0	1.34	45.0
2523	2	150	450	4.0	63.5	1.55	32.5
2523	3	450	900	4.0	63.5	1.55	32.5
2523	4	900	1100	4.0	63.5	1.55	32.5
2523	5	1100	2000	2.5	92.5	1.52	5.0
2524	1	0	150	12.5	30.0	1.41	57.5
2524	2	150	300	12.5	30.0	1.62	57.5
2524	3	300	650	21.0	56.5	1.83	22.5
2524	4	650	2000	10.0	65.0	1.78	25.0
2525	1	0	290	10.0	11.5	1.39	78.5
2525	2	290	510	4.0	31.0	1.58	65.0
2525	3	510	690	12.5	30.0	1.62	57.5
2525	4	690	2000	12.5	42.5	1.61	45.0
2526	1	0	230	12.5	42.5	1.41	45.0
2526	2	230	460	12.5	42.5	1.61	45.0
2526	3	460	2000	21.0	44.0	1.84	35.0
2527	1	0	300	2.5	80.0	1.32	17.5
2527	2	300	420	6.5	76.0	1.55	17.5
2527	3	420	690	6.5	76.0	1.55	17.5
2527	4	690	2000	2.5	92.5	1.52	5.0
2528	1	0	150	2.5	92.5	1.32	5.0
2528	2	150	250	2.5	92.5	1.52	5.0
2528	3	250	300	11.0	84.0	1.6	5.0
2528	4	300	450	2.5	92.5	1.52	5.0
2528	5	450	800	2.5	92.5	1.52	5.0
2528	6	800	2000	2.5	92.5	1.52	5.0
2529	1	0	310	2.5	92.5	1.32	5.0
2529	2	310	550	2.5	92.5	1.52	5.0
2529	3	550	690	2.5	92.5	1.52	5.0
2529	4	690	2000	2.5	92.5	1.52	5.0
2530	1	0	90	2.5	92.5	1.32	5.0
2530	2	90	530	2.5	92.5	1.52	5.0
2530	3	530	2000	2.5	92.5	1.52	5.0
2531	1	0	330	2.5	92.5	1.52	5.0
2531	2	330	450	2.5	92.5	1.52	5.0
2531	3	450	2000	2.5	92.5	1.52	5.0
2532	1	0	80	21.0	44.0	1.49	35.0
2532	2	80	330	21.0	44.0	1.69	35.0
2532	3	330	2000	30.0	30.0	1.89	40.0
2533	1	0	110	2.5	92.5	1.32	5.0
2533	2	110	850	2.5	92.5	1.52	5.0
2533	3	850	2000	2.5	92.5	1.52	5.0
2534	1	0	90	2.5	92.5	1.32	5.0
2534	2	90	250	2.5	92.5	1.52	5.0
2534	3	250	550	2.5	92.5	1.52	5.0
2534	4	550	2000	11.0	84.0	1.56	5.0
2535	1	0	110	2.5	92.5	1.32	5.0
2535	2	110	260	2.5	92.5	1.52	5.0
2535	3	260	2000	2.5	92.5	1.52	5.0
2536	1	0	480	2.5	92.5	1.52	5.0
2536	2	480	580	2.5	92.5	1.52	5.0
2536	3	580	2000	2.5	92.5	1.52	5.0
2537	1	0	150	21.0	34.0	1.49	45.0
2537	2	150	400	21.0	34.0	1.69	45.0
2537	3	400	600	23.5	19.0	1.68	57.5
2537	4	600	1000	12.5	30.0	1.62	57.5
2537	5	1000	1300	12.5	30.0	1.62	57.5
2538	1	0	200	2.5	92.5	1.32	5.0
2538	2	200	400	2.5	92.5	1.52	5.0
2538	3	400	600	2.5	92.5	1.52	5.0
2538	4	600	800	2.5	92.5	1.52	5.0
2538	5	800	1300	2.5	92.5	1.52	5.0
2539	1	0	150	33.3	33.4	0.5	33.3
2539	2	150	1200	33.3	33.4	0.5	33.3
2540	1	0	150	6.5	76.0	1.36	17.5
2540	2	150	450	33.3	33.4	0.5	33.3
2540	3	450	1200	2.5	92.5	1.52	5.0
2541	1	0	50	2.5	92.5	1.32	5.0
2541	2	50	150	2.5	92.5	1.52	5.0
2541	3	150	400	2.5	92.5	1.52	5.0
2541	4	400	1000	2.5	92.5	1.52	5.0
2541	5	1000	2000	4.0	63.5	1.75	32.5
2542	1	0	30	2.5	92.5	1.32	5.0
2542	2	30	180	2.5	92.5	1.52	5.0
2542	3	180	410	2.5	92.5	1.52	5.0
2542	4	410	490	2.5	92.5	1.52	5.0
2542	5	490	2000	2.5	92.5	1.52	5.0
2543	1	0	10	10.0	65.0	1.38	25.0
2543	2	10	400	2.5	80.0	1.53	17.5
2543	3	400	2000	11.0	84.0	1.56	5.0
2544	1	0	80	2.5	92.5	1.32	5.0
2544	2	80	2000	2.5	92.5	1.52	5.0
2545	1	0	150	14.5	9.0	1.43	76.5
2545	2	150	380	14.5	9.0	1.65	76.5
2545	3	380	500	10.0	11.5	1.63	78.5
2545	4	500	800	21.0	5.0	1.88	74.0
2545	5	800	1000	21.0	44.0	1.84	35.0
